Year,Month,DateColumn,Class,SKU,Customer,Total Gross Sales $$,Total Rejections $$,Total NET Sales ($)
2023,January,44927,Agroindustrias el Molino de la Costa SAS,Basil,Soli Organic Inc - VIRGINIA,,383.68,-383.68
2023,January,44927,Agroindustrias el Molino de la Costa SAS,Thai Basil,Soli Organic Inc - VIRGINIA,,65.40,-65.40
2023,January,44927,Basil Farm SAS,Basil,Soli Organic Inc - VIRGINIA,,527.56,-527.56
2023,January,44927,Inversiones Agricola Tocota SAS,Mint,Soli Organic Inc - VIRGINIA,,139.52,-139.52
2023,January,44927,Suaga Organic Herbs SAS,Tarragon,Soli Organic Inc - VIRGINIA,,65.52,-65.52
2023,January,44928,Agroindustrias el Molino de la Costa SAS,Basil,Soli Organic Inc - RICE,3270.00,,3270.00
2023,January,44928,Agroindustrias el Molino de la Costa SAS,Thai Basil,Soli Organic Inc - INDIANAPOLIS,65.40,13.08,52.32
2023,January,44928,Agroindustrias el Molino de la Costa SAS,Thai Basil,Soli Organic Inc - VIRGINIA,65.40,65.40,0.00
2023,January,44928,Agroindustrias el Molino de la Costa SAS,Thai Basil,Soli Organic Inc - ATLANTA,130.80,,130.80
2023,January,44928,Basil Farm SAS,Basil,Soli Organic Inc - INDIANAPOLIS,8763.60,2053.56,6710.04
2023,January,44928,Basil Farm SAS,Basil,Soli Organic Inc - VIRGINIA,8698.20,2193.08,6505.12
2023,January,44928,Basil Farm SAS,Basil,Soli Organic Inc - ATLANTA,8698.20,2088.44,6609.76
2023,January,44928,Basil Farm SAS,Basil,Soli Organic Inc - RICE,915.60,,915.60
2023,January,44928,Basil Farm SAS,Basil,Coosemans DC Inc,5160.00,620.00,4540.00
2023,January,44928,Basil Farm SAS,Logistics,Soli Organic Inc - VIRGINIA,0.00,,0.00
2023,January,44928,Eshkol Premium SAS,Mint,Soli Organic Inc - ATLANTA,854.56,,854.56
2023,January,44928,Eshkol Premium SAS,Tarragon,Coosemans DC Inc,247.50,,247.50
2023,January,44928,Eshkol Premium SAS,Chives,Soli Organic Inc - VIRGINIA,187.80,,187.80
2023,January,44928,Eshkol Premium SAS,Chives,Coosemans DC Inc,504.00,,504.00
2023,January,44928,Eshkol Premium SAS,Oregano,Coosemans DC Inc,138.00,,138.00
2023,January,44928,Eshkol Premium SAS,Rosemary,Soli Organic Inc - ATLANTA,276.60,,276.60
2023,January,44928,Eshkol Premium SAS,Thyme,Soli Organic Inc - INDIANAPOLIS,484.05,,484.05
2023,January,44928,Eshkol Premium SAS,Thyme,Coosemans DC Inc,193.50,,193.50
2023,January,44928,HLB Specialties LLC:JCH Organic SAC,Ginger,Goodness Gardens Inc - NEW YORK,60.00,,60.00
2023,January,44928,La Corsaria SAS-Handling:Cold Chain Imports Inc,Handling,"La Corsaria, SAS",929.66,,929.66
2023,January,44928,MD Investments SAS,Rosemary,Soli Organic Inc - INDIANAPOLIS,1327.68,,1327.68
2023,January,44928,MD Investments SAS,Rosemary,Soli Organic Inc - VIRGINIA,737.60,,737.60
2023,January,44928,MD Investments SAS,Rosemary,Soli Organic Inc - ATLANTA,295.04,,295.04
2023,January,44928,Organic Garden SAS,Mint,Soli Organic Inc - INDIANAPOLIS,906.88,43.60,863.28
2023,January,44928,Organic Garden SAS,Mint,Soli Organic Inc - VIRGINIA,1604.48,,1604.48
2023,January,44928,Organic Garden SAS,Mint,Goodness Gardens Inc - FLORIDA,343.20,,343.20
2023,January,44928,Organic Garden SAS,Mint,Goodness Gardens Inc - NEW YORK,839.04,,839.04
2023,January,44928,Organic Garden SAS,Mint,Coosemans DC Inc,448.00,,448.00
2023,January,44928,Organic Garden SAS,Mint,"MD’Ottavio Produce, Inc.",1258.56,,1258.56
2023,January,44928,Organic Garden SAS,Chives,Soli Organic Inc - VIRGINIA,788.76,,788.76
2023,January,44928,Organic Garden SAS,Rosemary,Soli Organic Inc - VIRGINIA,331.92,,331.92
2023,January,44928,Organic Garden SAS,Rosemary,Goodness Gardens Inc - FLORIDA,646.56,,646.56
2023,January,44928,Organic Garden SAS,Rosemary,Goodness Gardens Inc - NEW YORK,914.76,415.80,498.96
2023,January,44928,Organic Garden SAS,Rosemary,Coosemans DC Inc,387.00,,387.00
2023,January,44928,Organic Garden SAS,Thyme,Soli Organic Inc - INDIANAPOLIS,295.04,,295.04
2023,January,44928,Organic Garden SAS,Thyme,Soli Organic Inc - VIRGINIA,885.12,,885.12
2023,January,44928,Organic Garden SAS,Thyme,Soli Organic Inc - ATLANTA,442.56,,442.56
2023,January,44928,Organic Garden SAS,Bay leaf,Coosemans DC Inc,150.00,,150.00
2023,January,44928,Suaga Organic Herbs SAS,Logistics,Soli Organic Inc - VIRGINIA,0.00,,0.00
2023,January,44928,Suaga Organic Herbs SAS,Mint,Soli Organic Inc - VIRGINIA,549.36,,549.36
2023,January,44928,Suaga Organic Herbs SAS,Mint,Soli Organic Inc - ATLANTA,427.28,,427.28
2023,January,44928,Suaga Organic Herbs SAS,Tarragon,Soli Organic Inc - INDIANAPOLIS,131.04,,131.04
2023,January,44928,Suaga Organic Herbs SAS,Tarragon,Soli Organic Inc - VIRGINIA,262.08,,262.08
2023,January,44928,Suaga Organic Herbs SAS,Tarragon,Soli Organic Inc - ATLANTA,131.04,,131.04
2023,January,44928,Suaga Organic Herbs SAS,Rosemary,Soli Organic Inc - VIRGINIA,276.60,,276.60
2023,January,44928,Suaga Organic Herbs SAS,Rosemary,Soli Organic Inc - ATLANTA,345.75,69.15,276.60
2023,January,44928,Suaga Organic Herbs SAS,Thyme,Soli Organic Inc - INDIANAPOLIS,345.75,,345.75
2023,January,44928,Suaga Organic Herbs SAS,Italian Oregano,Soli Organic Inc - INDIANAPOLIS,67.34,,67.34
2023,January,44928,Suaga Organic Herbs SAS,Italian Oregano,Soli Organic Inc - VIRGINIA,67.34,,67.34
2023,January,44928,Suaga Organic Herbs SAS,Italian Oregano,Soli Organic Inc - ATLANTA,67.34,,67.34
2023,January,44928,(blank),Logistics,Soli Organic Inc - INDIANAPOLIS,0.00,,0.00
2023,January,44928,(blank),Logistics,Soli Organic Inc - RICE,150.00,,150.00
2023,January,44928,(blank),Logistics,Coosemans DC Inc,0.00,,0.00
2023,January,44928,(blank),Handling,"La Corsaria, SAS",40.00,,40.00
2023,January,44930,Inversiones Agricola Tocota SAS,Mint,Produce Experience Inc,1568.00,,1568.00
2023,January,44930,MD Investments SAS,Rosemary,Produce Experience Inc,864.00,,864.00
2023,January,44932,2H Honda Herbs S.A.S,Basil,Soli Organic Inc - INDIANAPOLIS,793.52,261.60,531.92
2023,January,44932,2H Honda Herbs S.A.S,Basil,Soli Organic Inc - VIRGINIA,793.52,357.52,436.00
2023,January,44932,2H Honda Herbs S.A.S,Basil,Soli Organic Inc - ATLANTA,854.56,152.60,701.96
2023,January,44932,Agroindustrias el Molino de la Costa SAS,Basil,Soli Organic Inc - ATLANTA,1308.00,196.20,1111.80
2023,January,44932,Agroindustrias el Molino de la Costa SAS,Basil,Soli Organic Inc - PHOENIX,1962.00,,1962.00
2023,January,44932,Agroindustrias el Molino de la Costa SAS,Thai Basil,Soli Organic Inc - INDIANAPOLIS,130.80,43.60,87.20
2023,January,44932,Agroindustrias el Molino de la Costa SAS,Thai Basil,Soli Organic Inc - VIRGINIA,65.40,65.40,0.00
2023,January,44932,Agroindustrias el Molino de la Costa SAS,Thai Basil,Soli Organic Inc - ATLANTA,130.80,,130.80
2023,January,44932,Basil Farm SAS,Basil,Soli Organic Inc - INDIANAPOLIS,10071.60,2014.32,8057.28
2023,January,44932,Basil Farm SAS,Basil,Soli Organic Inc - VIRGINIA,7324.80,2049.20,5275.60
2023,January,44932,Basil Farm SAS,Basil,Soli Organic Inc - ATLANTA,7455.60,1120.52,6335.08
2023,January,44932,Basil Farm SAS,Basil,Soli Organic Inc - PHOENIX,2419.80,,2419.80
2023,January,44932,Basil Farm SAS,Basil,Soli Organic Inc - RICE,10202.40,,10202.40
2023,January,44932,Basil Farm SAS,Basil,Coosemans DC Inc,6420.00,,6420.00
2023,January,44932,Basil Farm SAS,Logistics,Soli Organic Inc - VIRGINIA,0.00,,0.00
2023,January,44932,Basil Farm SAS,Logistics,Soli Organic Inc - RICE,0.00,,0.00
2023,January,44932,Basil Farm SAS,Logistics,Coosemans DC Inc,0.00,,0.00
2023,January,44932,Eshkol Premium SAS,Mint,Soli Organic Inc - INDIANAPOLIS,854.56,,854.56
2023,January,44932,Eshkol Premium SAS,Mint,Soli Organic Inc - ATLANTA,671.44,,671.44
2023,January,44932,Eshkol Premium SAS,Tarragon,Soli Organic Inc - ATLANTA,140.40,,140.40
2023,January,44932,Eshkol Premium SAS,Tarragon,Coosemans DC Inc,247.50,,247.50
2023,January,44932,Eshkol Premium SAS,Chives,Soli Organic Inc - INDIANAPOLIS,657.30,,657.30
2023,January,44932,Eshkol Premium SAS,Chives,Soli Organic Inc - ATLANTA,93.90,,93.90
2023,January,44932,Eshkol Premium SAS,Oregano,Coosemans DC Inc,207.00,,207.00
2023,January,44932,Eshkol Premium SAS,Rosemary,Soli Organic Inc - VIRGINIA,345.75,,345.75
2023,January,44932,Eshkol Premium SAS,Thyme,Soli Organic Inc - INDIANAPOLIS,138.30,,138.30
2023,January,44932,Eshkol Premium SAS,Thyme,Soli Organic Inc - RICE,691.50,244.33,447.17
2023,January,44932,Eshkol Premium SAS,Thyme,Coosemans DC Inc,193.50,,193.50
2023,January,44932,Garland LLC:S.A.T. Montealbo,Garlic,Soli Organic Inc - ATLANTA,750.00,,750.00
2023,January,44932,Garland LLC:S.A.T. Montealbo,Garlic,Soli Organic Inc - RICE,75.00,,75.00
2023,January,44932,HLB Specialties LLC:JCH Organic SAC,Ginger,Soli Organic Inc - INDIANAPOLIS,1620.00,,1620.00
2023,January,44932,HLB Specialties LLC:JCH Organic SAC,Ginger,Soli Organic Inc - ATLANTA,202.50,,202.50
2023,January,44932,HLB Specialties LLC:JCH Organic SAC,Ginger,Soli Organic Inc - RICE,405.00,,405.00
2023,January,44932,Jorge Oswaldo Flores Predio Alcaparro,Bay leaf,Soli Organic Inc - INDIANAPOLIS,135.94,,135.94
2023,January,44932,Jorge Oswaldo Flores Predio Alcaparro,Bay leaf,Soli Organic Inc - VIRGINIA,1165.20,,1165.20
2023,January,44932,Jorge Oswaldo Flores Predio Alcaparro,Bay leaf,Soli Organic Inc - ATLANTA,291.30,,291.30
2023,January,44932,Jorge Oswaldo Flores Predio Alcaparro,Bay leaf,Coosemans DC Inc,150.00,,150.00
2023,January,44932,La Corsaria SAS-Handling:Cold Chain Imports Inc,Handling,"La Corsaria, SAS",970.79,,970.79
2023,January,44932,La Corsaria SAS-Handling:KLP Specialties Inc,Handling,"La Corsaria, SAS",951.60,,951.60
2023,January,44932,La Corsaria SAS-Handling:MD'Ottavio Produce Inc,Handling,"La Corsaria, SAS",1011.93,,1011.93
2023,January,44932,MD Investments SAS,Rosemary,Soli Organic Inc - VIRGINIA,147.52,,147.52
2023,January,44932,MD Investments SAS,Rosemary,Goodness Gardens Inc - NEW YORK,887.04,,887.04
2023,January,44932,Organic Garden SAS,Logistics,Soli Organic Inc - RICE,0.00,,0.00
2023,January,44932,Organic Garden SAS,Mint,Soli Organic Inc - VIRGINIA,1534.72,,1534.72
2023,January,44932,Organic Garden SAS,Mint,Soli Organic Inc - ATLANTA,279.04,,279.04
2023,January,44932,Organic Garden SAS,Mint,Soli Organic Inc - RICE,418.56,,418.56
2023,January,44932,Organic Garden SAS,Mint,Coosemans DC Inc,448.00,,448.00
2023,January,44932,Organic Garden SAS,Mint,"MD’Ottavio Produce, Inc.",1328.48,,1328.48
2023,January,44932,Organic Garden SAS,Chives,Coosemans DC Inc,705.60,,705.60
2023,January,44932,Organic Garden SAS,Rosemary,Soli Organic Inc - INDIANAPOLIS,912.78,,912.78
2023,January,44932,Organic Garden SAS,Rosemary,Soli Organic Inc - ATLANTA,497.88,,497.88
2023,January,44932,Organic Garden SAS,Rosemary,Soli Organic Inc - RICE,497.88,50.71,447.17
2023,January,44932,Organic Garden SAS,Rosemary,Coosemans DC Inc,387.00,,387.00
2023,January,44932,Organic Garden SAS,Thyme,Soli Organic Inc - INDIANAPOLIS,147.52,,147.52
2023,January,44932,Organic Garden SAS,Thyme,Soli Organic Inc - VIRGINIA,885.12,290.43,594.69
2023,January,44932,Organic Garden SAS,Bay leaf,Soli Organic Inc - INDIANAPOLIS,1602.15,,1602.15
2023,January,44932,Organic Garden SAS,Bay leaf,Soli Organic Inc - VIRGINIA,728.25,,728.25
2023,January,44932,Organic Garden SAS,Marjoram,Soli Organic Inc - INDIANAPOLIS,145.80,53.46,92.34
2023,January,44932,Suaga Organic Herbs SAS,Tarragon,Soli Organic Inc - INDIANAPOLIS,131.04,9.36,121.68
2023,January,44932,Suaga Organic Herbs SAS,Tarragon,Soli Organic Inc - VIRGINIA,131.04,,131.04
2023,January,44932,Suaga Organic Herbs SAS,Tarragon,Soli Organic Inc - ATLANTA,131.04,,131.04
2023,January,44932,Suaga Organic Herbs SAS,Chives,Soli Organic Inc - ATLANTA,701.12,,701.12
2023,January,44932,Suaga Organic Herbs SAS,Chives,Soli Organic Inc - RICE,262.92,,262.92
2023,January,44932,Suaga Organic Herbs SAS,Rosemary,Soli Organic Inc - VIRGINIA,207.45,69.15,138.30
2023,January,44932,Suaga Organic Herbs SAS,Rosemary,Soli Organic Inc - ATLANTA,207.45,,207.45
2023,January,44932,Suaga Organic Herbs SAS,Thyme,Soli Organic Inc - ATLANTA,553.20,,553.20
2023,January,44932,Suaga Organic Herbs SAS,Bay leaf,Soli Organic Inc - INDIANAPOLIS,135.94,,135.94
2023,January,44932,Suaga Organic Herbs SAS,Bay leaf,Soli Organic Inc - RICE,271.88,,271.88
2023,January,44932,Suaga Organic Herbs SAS,Italian Oregano,Soli Organic Inc - INDIANAPOLIS,134.68,,134.68
2023,January,44932,Suaga Organic Herbs SAS,Italian Oregano,Soli Organic Inc - ATLANTA,67.34,,67.34
2023,January,44932,Suaga Organic Herbs SAS,Parsley,Soli Organic Inc - INDIANAPOLIS,176.82,33.68,143.14
2023,January,44932,(blank),Logistics,Soli Organic Inc - INDIANAPOLIS,0.00,,0.00
2023,January,44932,(blank),Logistics,Soli Organic Inc - VIRGINIA,0.00,,0.00
2023,January,44932,(blank),Logistics,Soli Organic Inc - PHOENIX,150.00,,150.00
2023,January,44932,(blank),Handling,"La Corsaria, SAS",40.00,,40.00
2023,January,44932,(blank),Cross-docking,Soli Organic Inc - VIRGINIA,980.00,,980.00
2023,January,44935,Agroindustrias el Molino de la Costa SAS,Basil,Soli Organic Inc - INDIANAPOLIS,327.00,100.28,226.72
2023,January,44935,Agroindustrias el Molino de la Costa SAS,Basil,Soli Organic Inc - VIRGINIA,327.00,,327.00
2023,January,44935,Agroindustrias el Molino de la Costa SAS,Basil,Soli Organic Inc - ATLANTA,392.40,61.04,331.36
2023,January,44935,Agroindustrias el Molino de la Costa SAS,Basil,Soli Organic Inc - DENVER,1242.60,,1242.60
2023,January,44935,Agroindustrias el Molino de la Costa SAS,Basil,Soli Organic Inc - PHOENIX,1308.00,,1308.00
2023,January,44935,Agroindustrias el Molino de la Costa SAS,Thai Basil,Soli Organic Inc - INDIANAPOLIS,392.40,100.28,292.12
2023,January,44935,Agroindustrias el Molino de la Costa SAS,Thai Basil,Soli Organic Inc - ATLANTA,130.80,30.52,100.28
2023,January,44935,Basil Farm SAS,Basil,Soli Organic Inc - INDIANAPOLIS,5166.60,776.08,4390.52
2023,January,44935,Basil Farm SAS,Basil,Soli Organic Inc - VIRGINIA,4251.00,636.56,3614.44
2023,January,44935,Basil Farm SAS,Basil,Soli Organic Inc - ATLANTA,4839.60,872.00,3967.60
2023,January,44935,Basil Farm SAS,Basil,Soli Organic Inc - DENVER,915.60,,915.60
2023,January,44935,Basil Farm SAS,Basil,Soli Organic Inc - PHOENIX,850.20,,850.20
2023,January,44935,Basil Farm SAS,Basil,Coosemans DC Inc,6300.00,820.00,5480.00
2023,January,44935,Eshkol Premium SAS,Mint,Soli Organic Inc - INDIANAPOLIS,122.08,,122.08
2023,January,44935,Eshkol Premium SAS,Mint,Soli Organic Inc - VIRGINIA,732.48,,732.48
2023,January,44935,Eshkol Premium SAS,Mint,Soli Organic Inc - ATLANTA,244.16,,244.16
2023,January,44935,Eshkol Premium SAS,Tarragon,Coosemans DC Inc,123.75,,123.75
2023,January,44935,Eshkol Premium SAS,Chives,Soli Organic Inc - INDIANAPOLIS,281.70,,281.70
2023,January,44935,Eshkol Premium SAS,Chives,Soli Organic Inc - VIRGINIA,187.80,,187.80
2023,January,44935,Eshkol Premium SAS,Oregano,Coosemans DC Inc,138.00,,138.00
2023,January,44935,Eshkol Premium SAS,Rosemary,Coosemans DC Inc,322.50,,322.50
2023,January,44935,Eshkol Premium SAS,Thyme,Soli Organic Inc - VIRGINIA,276.60,,276.60
2023,January,44935,Eshkol Premium SAS,Thyme,Coosemans DC Inc,193.50,,193.50
2023,January,44935,HLB Specialties LLC:JCH Organic SAC,Ginger,Goodness Gardens Inc - NEW YORK,30.00,,30.00
2023,January,44935,La Corsaria SAS-Handling:Cold Chain Imports Inc,Handling,"La Corsaria, SAS",888.53,,888.53
2023,January,44935,La Corsaria SAS-Handling:Vega Produce LLC,Handling,"La Corsaria, SAS",1347.51,,1347.51
2023,January,44935,MD Investments SAS,Rosemary,Soli Organic Inc - INDIANAPOLIS,442.56,,442.56
2023,January,44935,MD Investments SAS,Rosemary,Soli Organic Inc - VIRGINIA,442.56,,442.56
2023,January,44935,MD Investments SAS,Rosemary,Goodness Gardens Inc - NEW YORK,443.52,,443.52
2023,January,44935,MD Investments SAS,Rosemary,Soli Organic Inc - ATLANTA,885.12,,885.12
2023,January,44935,Organic Garden SAS,Mint,Soli Organic Inc - INDIANAPOLIS,837.12,17.44,819.68
2023,January,44935,Organic Garden SAS,Mint,Goodness Gardens Inc - FLORIDA,411.84,,411.84
2023,January,44935,Organic Garden SAS,Mint,Goodness Gardens Inc - NEW YORK,629.28,,629.28
2023,January,44935,Organic Garden SAS,Mint,Soli Organic Inc - ATLANTA,558.08,,558.08
2023,January,44935,Organic Garden SAS,Mint,Coosemans DC Inc,576.00,,576.00
2023,January,44935,Organic Garden SAS,Mint,"MD’Ottavio Produce, Inc.",839.04,,839.04
2023,January,44935,Organic Garden SAS,Chives,Soli Organic Inc - VIRGINIA,175.28,62.60,112.68
2023,January,44935,Organic Garden SAS,Chives,Coosemans DC Inc,548.80,,548.80
2023,January,44935,Organic Garden SAS,Rosemary,Soli Organic Inc - VIRGINIA,331.92,,331.92
2023,January,44935,Organic Garden SAS,Rosemary,Goodness Gardens Inc - FLORIDA,404.10,,404.10
2023,January,44935,Organic Garden SAS,Thyme,Soli Organic Inc - INDIANAPOLIS,737.60,,737.60
2023,January,44935,Organic Garden SAS,Thyme,Soli Organic Inc - ATLANTA,516.32,,516.32
2023,January,44935,Organic Garden SAS,Bay leaf,Soli Organic Inc - INDIANAPOLIS,582.60,,582.60
2023,January,44935,Organic Garden SAS,Bay leaf,Soli Organic Inc - ATLANTA,582.60,,582.60
2023,January,44935,Organic Garden SAS,Bay leaf,Coosemans DC Inc,150.00,,150.00
2023,January,44935,Suaga Organic Herbs SAS,Tarragon,Soli Organic Inc - INDIANAPOLIS,262.08,37.44,224.64
2023,January,44935,Suaga Organic Herbs SAS,Tarragon,Soli Organic Inc - VIRGINIA,262.08,,262.08
2023,January,44935,Suaga Organic Herbs SAS,Chives,Soli Organic Inc - VIRGINIA,876.40,,876.40
2023,January,44935,Suaga Organic Herbs SAS,Chives,Soli Organic Inc - ATLANTA,1314.60,,1314.60
2023,January,44935,Suaga Organic Herbs SAS,Rosemary,Soli Organic Inc - VIRGINIA,207.45,50.71,156.74
2023,January,44935,Suaga Organic Herbs SAS,Thyme,Soli Organic Inc - VIRGINIA,414.90,,414.90
2023,January,44935,Suaga Organic Herbs SAS,Italian Oregano,Soli Organic Inc - ATLANTA,67.34,14.43,52.91
2023,January,44935,Suaga Organic Herbs SAS,Italian Oregano,Coosemans DC Inc,128.80,,128.80
2023,January,44935,Suaga Organic Herbs SAS,Parsley,Soli Organic Inc - INDIANAPOLIS,235.76,92.62,143.14
2023,January,44935,(blank),Logistics,Soli Organic Inc - INDIANAPOLIS,106.67,,106.67
2023,January,44935,(blank),Logistics,Soli Organic Inc - VIRGINIA,106.67,,106.67
2023,January,44935,(blank),Logistics,Soli Organic Inc - ATLANTA,106.67,,106.67
2023,January,44935,(blank),Logistics,Soli Organic Inc - DENVER,150.00,,150.00
2023,January,44935,(blank),Logistics,Soli Organic Inc - PHOENIX,150.00,,150.00
2023,January,44935,(blank),Logistics,Coosemans DC Inc,0.00,,0.00
2023,January,44935,(blank),Handling,"La Corsaria, SAS",6.00,,6.00
2023,January,44937,Basil Farm SAS,Basil,Soli Organic Inc - INDIANAPOLIS,1308.00,235.44,1072.56
2023,January,44937,Basil Farm SAS,Basil,Soli Organic Inc - VIRGINIA,3008.40,601.68,2406.72
2023,January,44937,Basil Farm SAS,Basil,Soli Organic Inc - ATLANTA,8763.60,1491.12,7272.48
2023,January,44937,Eshkol Premium SAS,Mint,Soli Organic Inc - INDIANAPOLIS,183.12,17.44,165.68
2023,January,44937,Eshkol Premium SAS,Mint,Soli Organic Inc - ATLANTA,1037.68,,1037.68
2023,January,44937,Eshkol Premium SAS,Tarragon,Soli Organic Inc - INDIANAPOLIS,140.40,,140.40
2023,January,44937,Eshkol Premium SAS,Chives,Soli Organic Inc - VIRGINIA,563.40,,563.40
2023,January,44937,Eshkol Premium SAS,Oregano,Soli Organic Inc - INDIANAPOLIS,216.45,9.62,206.83
2023,January,44937,Eshkol Premium SAS,Rosemary,Soli Organic Inc - INDIANAPOLIS,345.75,,345.75
2023,January,44937,Eshkol Premium SAS,Rosemary,Soli Organic Inc - VIRGINIA,207.45,,207.45
2023,January,44937,Eshkol Premium SAS,Thyme,Soli Organic Inc - INDIANAPOLIS,691.50,,691.50
2023,January,44937,La Corsaria SAS-Handling:KLP Specialties Inc,Handling,"La Corsaria, SAS",1066.77,,1066.77
2023,January,44937,Organic Garden SAS,Logistics,"MD’Ottavio Produce, Inc.",20.00,,20.00
2023,January,44937,Organic Garden SAS,Mint,Soli Organic Inc - INDIANAPOLIS,1534.72,,1534.72
2023,January,44937,Organic Garden SAS,Mint,Soli Organic Inc - VIRGINIA,1464.96,,1464.96
2023,January,44937,Organic Garden SAS,Mint,Goodness Gardens Inc - NEW YORK,559.36,,559.36
2023,January,44937,Organic Garden SAS,Mint,"MD’Ottavio Produce, Inc.",769.12,,769.12
2023,January,44937,Organic Garden SAS,Chives,Soli Organic Inc - INDIANAPOLIS,1402.24,,1402.24
2023,January,44937,Organic Garden SAS,Rosemary,Goodness Gardens Inc - NEW YORK,415.80,,415.80
2023,January,44937,Organic Garden SAS,Rosemary,Soli Organic Inc - ATLANTA,331.92,,331.92
2023,January,44937,Organic Garden SAS,Thyme,Soli Organic Inc - INDIANAPOLIS,147.52,,147.52
2023,January,44937,Organic Garden SAS,Thyme,Soli Organic Inc - VIRGINIA,663.84,,663.84
2023,January,44937,Organic Garden SAS,Bay leaf,Soli Organic Inc - INDIANAPOLIS,728.25,,728.25
2023,January,44937,Organic Garden SAS,Bay leaf,Soli Organic Inc - VIRGINIA,728.25,,728.25
2023,January,44937,Suaga Organic Herbs SAS,Tarragon,Soli Organic Inc - INDIANAPOLIS,131.04,9.36,121.68
2023,January,44937,Suaga Organic Herbs SAS,Tarragon,Soli Organic Inc - VIRGINIA,131.04,,131.04
2023,January,44937,Suaga Organic Herbs SAS,Tarragon,Soli Organic Inc - ATLANTA,131.04,,131.04
2023,January,44937,Suaga Organic Herbs SAS,Chives,Soli Organic Inc - VIRGINIA,1051.68,,1051.68
2023,January,44937,Suaga Organic Herbs SAS,Chives,Soli Organic Inc - ATLANTA,1139.32,,1139.32
2023,January,44937,Suaga Organic Herbs SAS,Rosemary,Soli Organic Inc - VIRGINIA,207.45,,207.45
2023,January,44937,Suaga Organic Herbs SAS,Thyme,Soli Organic Inc - INDIANAPOLIS,69.15,,69.15
2023,January,44937,Suaga Organic Herbs SAS,Thyme,Soli Organic Inc - ATLANTA,484.05,,484.05
2023,January,44937,Suaga Organic Herbs SAS,Italian Oregano,Soli Organic Inc - VIRGINIA,134.68,38.48,96.20
2023,January,44937,Suaga Organic Herbs SAS,Italian Oregano,Soli Organic Inc - ATLANTA,67.34,,67.34
2023,January,44937,(blank),Logistics,Soli Organic Inc - INDIANAPOLIS,0.00,,0.00
2023,January,44937,(blank),Logistics,Soli Organic Inc - VIRGINIA,0.00,,0.00
2023,January,44939,2H Honda Herbs S.A.S,Basil,Soli Organic Inc - INDIANAPOLIS,549.36,274.68,274.68
2023,January,44939,2H Honda Herbs S.A.S,Basil,Soli Organic Inc - VIRGINIA,610.40,213.64,396.76
2023,January,44939,2H Honda Herbs S.A.S,Basil,Soli Organic Inc - ATLANTA,549.36,104.64,444.72
2023,January,44939,2H Honda Herbs S.A.S,Basil,Coosemans DC Inc,126.38,82.21,44.17
2023,January,44939,Agroindustrias el Molino de la Costa SAS,Basil,Soli Organic Inc - INDIANAPOLIS,654.00,130.80,523.20
2023,January,44939,Agroindustrias el Molino de la Costa SAS,Basil,Soli Organic Inc - VIRGINIA,1242.60,,1242.60
2023,January,44939,Agroindustrias el Molino de la Costa SAS,Basil,Soli Organic Inc - ATLANTA,1308.00,222.36,1085.64
2023,January,44939,Agroindustrias el Molino de la Costa SAS,Basil,Soli Organic Inc - PHOENIX,1111.80,,1111.80
2023,January,44939,Agroindustrias el Molino de la Costa SAS,Thai Basil,Soli Organic Inc - INDIANAPOLIS,196.20,78.48,117.72
2023,January,44939,Agroindustrias el Molino de la Costa SAS,Thai Basil,Soli Organic Inc - ATLANTA,130.80,,130.80
2023,January,44939,Basil Farm SAS,Basil,Soli Organic Inc - INDIANAPOLIS,3204.60,479.60,2725.00
2023,January,44939,Basil Farm SAS,Basil,Soli Organic Inc - VIRGINIA,327.00,78.48,248.52
2023,January,44939,Basil Farm SAS,Basil,Soli Organic Inc - ATLANTA,6867.00,1373.40,5493.60
2023,January,44939,Basil Farm SAS,Basil,Soli Organic Inc - PHOENIX,1046.40,,1046.40
2023,January,44939,Basil Farm SAS,Basil,Soli Organic Inc - RICE,4905.00,,4905.00
2023,January,44939,Basil Farm SAS,Basil,Coosemans DC Inc,3000.00,1260.00,1740.00
2023,January,44939,Basil Farm SAS,Logistics,Coosemans DC Inc,0.00,,0.00
2023,January,44939,Eshkol Premium SAS,Mint,Soli Organic Inc - VIRGINIA,732.48,,732.48
2023,January,44939,Eshkol Premium SAS,Chives,Coosemans DC Inc,420.00,,420.00
2023,January,44939,Eshkol Premium SAS,Oregano,Coosemans DC Inc,138.00,,138.00
2023,January,44939,Eshkol Premium SAS,Thyme,Soli Organic Inc - ATLANTA,69.15,,69.15
2023,January,44939,Garland LLC:S.A.T. Montealbo,Garlic,Soli Organic Inc - ATLANTA,750.00,,750.00
2023,January,44939,HLB Specialties LLC:JCH Organic SAC,Ginger,Soli Organic Inc - INDIANAPOLIS,1350.00,,1350.00
2023,January,44939,HLB Specialties LLC:JCH Organic SAC,Ginger,Goodness Gardens Inc - NEW YORK,30.00,,30.00
2023,January,44939,HLB Specialties LLC:JCH Organic SAC,Ginger,Soli Organic Inc - ATLANTA,675.00,,675.00
2023,January,44939,HLB Specialties LLC:JCH Organic SAC,Ginger,Soli Organic Inc - RICE,405.00,,405.00
2023,January,44939,Inversiones Agricola Tocota SAS,Mint,Soli Organic Inc - INDIANAPOLIS,1220.80,156.96,1063.84
2023,January,44939,Inversiones Agricola Tocota SAS,Mint,Soli Organic Inc - VIRGINIA,1220.80,,1220.80
